id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Label
1460,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,2,mid,1
1461,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,0,mid,5
1462,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,0,mid,5
1463,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,0,0,mid,5
1464,elevation_ultra,aspect_low,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,2,2,mid,1
1465,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,2,0,low,1
1466,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,4,0,low,2
1467,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,5,3,mid,2
1468,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,3,0,mid,2
1469,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,0,mid,5
1470,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,0,0,mid,5
1471,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,1,0,mid,5
1472,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,0,mid,5
1473,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,5,4,mid,1
1474,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,0,mid,5
1475,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,3,2,mid,2
1476,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,0,mid,2
1477,elevation_ultra,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,low,1
1478,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,0,mid,1
1479,elevation_ultra,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,2,1,mid,1
1480,elevation_ultra,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,2,mid,1
1481,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,5,3,mid,2
1482,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,2,mid,2
1483,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1484,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,2,low,2
1485,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,5,1,mid,2
1486,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,mid,2
1487,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1488,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,2
1489,elevation_ultra,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,4,1,mid,1
1490,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,5,3,mid,2
1491,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1492,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1493,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,1,low,1
1494,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,4,3,mid,2
1495,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1496,elevation_ultra,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,0,0,low,1
1497,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,0,mid,2
1498,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,0,mid,2
1499,elevation_ultra,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,1
1500,elevation_ultra,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,1,1,mid,1
1501,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1502,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1503,elevation_high,aspect_low,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,2,1,mid,1
1504,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,3,0,mid,1
1505,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1506,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,2,3,low,2
1507,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1508,elevation_ultra,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,2,3,low,2
1509,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1510,elevation_ultra,aspect_low,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,0,0,low,1
1511,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,mid,1
1512,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1513,elevation_high,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,1,0,mid,1
1514,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1515,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1516,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,3,0,low,1
1517,elevation_ultra,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,mid,1
1518,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,mid,1
1519,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,1,2,mid,5
1520,elevation_ultra,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,3,1,low,1
1521,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,2,0,mid,1
1522,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1523,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1524,elevation_ultra,aspect_high,slope_low,rawah,typic_a,hillshade_9am_min,hillnoon_max,0,0,low,1
1525,elevation_ultra,aspect_ultra,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_max,5,4,mid,2
1526,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,3,1,mid,2
1527,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,0,mid,2
1528,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,mid,5
1529,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1530,elevation_ultra,aspect_low,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,1,0,low,2
1531,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1532,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,2,0,mid,1
1533,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,mid,2
1534,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1535,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,2,mid,5
1536,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,low,1
1537,elevation_ultra,aspect_ultra,slope_ultra,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,4,mid,1
1538,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,0,mid,1
1539,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,2,0,mid,2
1540,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,2,0,mid,2
1541,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,1,mid,5
1542,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,0,0,low,2
1543,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
1544,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,1,mid,5
1545,elevation_ultra,aspect_low,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,1,mid,1
1546,elevation_ultra,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,mid,1
1547,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,2,mid,5
1548,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,1,1,mid,5
1549,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,1,mid,5
1550,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,2,0,mid,2
1551,elevation_ultra,aspect_ultra,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_max,4,4,mid,2
1552,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1553,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,0,mid,1
1554,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,mid,5
1555,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,mid,5
1556,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,2,0,mid,1
1557,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,mid,5
1558,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1559,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,1,0,mid,5
1560,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,mid,1
1561,elevation_ultra,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid,1
1562,elevation_high,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,0,0,high,1
1563,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,mid,5
1564,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,1,0,mid,5
1565,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,low,2
1566,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,0,low,1
1567,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,2,0,low,1
1568,elevation_ultra,aspect_ultra,slope_high,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,3,low,1
1569,elevation_ultra,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,5,4,mid,2
1570,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1571,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1572,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,1,0,mid,2
1573,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,1,0,mid,5
1574,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
1575,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,low,2
1576,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,0,0,mid,1
1577,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,1,0,high,1
1578,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,mid,2
1579,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,0,mid,5
1580,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
1581,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1582,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1583,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,1,0,low,2
1584,elevation_ultra,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,4,4,low,1
1585,elevation_ultra,aspect_medium,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,4,3,mid,2
1586,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,4,0,mid,1
1587,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,mid,2
1588,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1589,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,2,low,1
1590,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1591,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1592,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,3,0,low,1
1593,elevation_ultra,aspect_ultra,slope_high,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,1,low,1
1594,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,1,0,mid,1
1595,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,mid,5
1596,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,mid,5
1597,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1598,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,mid,5
1599,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,mid,5
1600,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1601,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1602,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1603,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,3,0,low,1
1604,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1605,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,3,1,low,1
1606,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,1,0,mid,1
1607,elevation_ultra,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,high,2
1608,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1609,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,1,mid,1
1610,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1611,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1612,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1613,elevation_ultra,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,high,2
1614,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1615,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,mid,5
1616,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1617,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1618,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,1
1619,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1620,elevation_medium,aspect_high,slope_medium,comanche,typic_b,hillshade_9am_max,hillnoon_max,1,0,mid,5
1621,elevation_ultra,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,4,1,low,1
1622,elevation_medium,aspect_medium,slope_low,comanche,typic_b,hillshade_9am_min,hillnoon_max,1,0,mid,5
1623,elevation_medium,aspect_medium,slope_low,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid,5
1624,elevation_medium,aspect_medium,slope_low,comanche,typic_b,hillshade_9am_min,hillnoon_max,0,0,mid,5
1625,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,3,1,low,1
1626,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1627,elevation_medium,aspect_low,slope_low,comanche,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid,5
1628,elevation_medium,aspect_low,slope_low,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,0,0,mid,2
1629,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,1,mid,5
1630,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,mid,5
1631,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,0,0,mid,1
1632,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,mid,5
1633,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,1
1634,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,0,mid,5
1635,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,low,1
1636,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,0,mid,5
1637,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1638,elevation_medium,aspect_low,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,1,1,mid,2
1639,elevation_medium,aspect_low,slope_ultra,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,4,4,mid,2
1640,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,2,0,low,1
1641,elevation_ultra,aspect_ultra,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_max,0,0,mid,1
1642,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,0,mid,5
1643,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,5,4,mid,1
1644,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,3,1,mid,2
1645,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,0,mid,2
1646,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
1647,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
1648,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1649,elevation_medium,aspect_low,slope_high,comanche,leighcan_h,hillshade_9am_min,hillnoon_min,3,3,mid,2
1650,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
1651,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,4,mid,5
1652,elevation_medium,aspect_low,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,4,4,mid,2
1653,elevation_ultra,aspect_ultra,slope_medium,rawah,moran_a,hillshade_9am_min,hillnoon_min,3,3,mid,1
1654,elevation_ultra,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,4,3,mid,7
1655,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,4,3,mid,7
1656,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,4,2,mid,7
1657,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
1658,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1659,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1660,elevation_high,aspect_low,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_min,2,1,mid,2
1661,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,3,1,low,1
1662,elevation_ultra,aspect_high,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,mid,7
1663,elevation_ultra,aspect_high,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,mid,7
1664,elevation_ultra,aspect_high,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,mid,7
1665,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,mid,5
1666,elevation_ultra,aspect_low,slope_low,rawah,moran_a,hillshade_9am_min,hillnoon_min,2,1,low,1
